created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-10-27 08:00:00 UTC,7.98,11.73,12.63,16708,-78.1,50.17,59.57,11.73
2020-10-27 09:00:00 UTC,8.47,12.44,13.32,16768,-77.57,50.8,60.93,12.44
2020-10-27 10:00:00 UTC,9.38,13.62,14.83,16828,-76.93,50.1,62.23,13.62
2020-10-27 11:00:00 UTC,8.47,12.45,13.47,16888,-79.27,50,63.1,12.45
2020-10-27 12:00:00 UTC,8.3,12.15,13.26,16948,-75.83,50.03,62.77,12.15
2020-10-27 13:00:00 UTC,7.93,11.55,12.43,17008,-76.1,50,62.23,11.55
2020-10-27 14:00:00 UTC,8.22,11.95,13,17068,-77.4,50.17,61.73,11.95
2020-10-27 15:00:00 UTC,8.9,12.76,13.65,17128,-77.9,51.87,60.6,12.76
2020-10-27 16:00:00 UTC,7.54,10.88,11.66,17188,-78.37,53.77,51.57,10.88
2020-10-27 17:00:00 UTC,8.54,12.31,13.29,17248,-79.23,55.43,47,12.31
2020-10-27 18:00:00 UTC,8.89,12.81,13.8,17308,-79.33,57.07,47.67,12.81
2020-10-27 19:00:00 UTC,8.45,12.18,13.07,17368,-79,58.27,45.57,12.18
2020-10-27 20:00:00 UTC,10.24,14.84,16.15,17428,-80,59.17,46.7,14.84
2020-10-27 21:00:00 UTC,10.14,14.58,15.77,17488,-79.37,59,50.6,14.58
2020-10-27 22:00:00 UTC,9.37,13.64,14.62,17548,-78.57,58.7,53.37,13.64
2020-10-27 23:00:00 UTC,8.87,12.77,13.7,17608,-76.83,59.9,54.2,12.77
2020-10-28 00:00:00 UTC,7.11,10.21,11.12,17668,-78.53,59.8,53.67,10.21
2020-10-28 01:00:00 UTC,4.29,6.45,6.99,17728,-79.33,57.2,58.87,6.45
2020-10-28 02:00:00 UTC,3.8,5.79,6.37,17788,-80.17,55.03,61.77,5.79
2020-10-28 03:00:00 UTC,7.35,10.78,11.73,17848,-79.07,54.07,62.33,10.78
2020-10-28 04:00:00 UTC,9.42,14.13,15.42,17908,-78.9,53.97,61.03,14.13
2020-10-28 05:00:00 UTC,8,12.39,13.67,17968,-78.3,52.83,62.63,12.39
2020-10-28 06:00:00 UTC,8.81,13.94,15.76,18028,-77.9,51.97,64.57,13.94
2020-10-28 07:00:00 UTC,9.18,13.5,14.86,18088,-79,52.07,64.03,13.5
2020-10-28 08:00:00 UTC,10.64,15.4,16.67,18148,-78,53.83,62.5,15.4
2020-10-28 09:00:00 UTC,10.73,15.32,16.63,18208,-77.77,54.47,61.7,15.32
2020-10-28 10:00:00 UTC,8.78,12.86,13.82,18268,-80.47,55.37,62.97,12.86
2020-10-28 11:00:00 UTC,7.26,10.55,11.55,18328,-81.07,56,62.83,10.55
2020-10-28 12:00:00 UTC,7.54,10.88,11.85,18388,-80.07,56.4,63.97,10.88
2020-10-28 13:00:00 UTC,11.51,16.54,17.97,18448,-79.3,56.23,63.93,16.54
2020-10-28 14:00:00 UTC,10.22,14.54,15.6,18508,-79.1,56,64,14.54
2020-10-28 15:00:00 UTC,9.25,13.09,14.1,18568,-78.8,56.23,64.33,13.09
2020-10-28 16:00:00 UTC,8.55,12.19,13.22,18628,-78.53,57,65,12.19
2020-10-28 17:00:00 UTC,7.36,10.61,11.6,18688,-80.67,57.57,64.5,10.61
2020-10-28 18:00:00 UTC,6.41,9.38,10.24,18748,-79.43,58,62.47,9.38
2020-10-28 19:00:00 UTC,5.88,8.62,9.5,18808,-79.03,58,62.5,8.62
2020-10-28 20:00:00 UTC,5.01,7.26,8,18868,-81.27,58.1,63.1,7.26
2020-10-28 21:00:00 UTC,4.81,6.89,7.52,18928,-81.57,59.1,61.5,6.89
2020-10-28 22:00:00 UTC,4.9,7.04,7.57,18988,-81.87,59.2,61.23,7.04
2020-10-28 23:00:00 UTC,5.25,7.84,8.41,19048,-80.27,59.07,62.17,7.84
2020-10-29 00:00:00 UTC,6.35,9.79,10.57,19108,-79.17,59.03,63.2,9.79
2020-10-29 01:00:00 UTC,7.43,11.16,12.15,19168,-77.4,57,65.2,11.16
2020-10-29 02:00:00 UTC,8.82,13.51,14.85,19228,-79.27,56.17,67.63,13.51
2020-10-29 03:00:00 UTC,10.65,16.01,17.37,19288,-78.03,56.8,68.2,16.01
2020-10-29 04:00:00 UTC,10.17,14.92,16.36,19348,-79.13,58.6,68.1,14.92
2020-10-29 05:00:00 UTC,9.23,13.66,15.06,19408,-77.2,58.97,67,13.66
2020-10-29 06:00:00 UTC,9.8,14.43,16.01,19468,-78.07,59,67.5,14.43
2020-10-29 07:00:00 UTC,9.37,13.77,15.16,19528,-75.13,59,67.5,13.77
2020-10-29 08:00:00 UTC,10.13,14.86,16.33,19588,-78.8,59.03,67.3,14.86
2020-10-29 09:00:00 UTC,15.71,22.98,25.33,19648,-78.87,59,67.17,22.98
2020-10-29 10:00:00 UTC,17.03,24.9,27.22,19708,-79.13,59.07,67.03,24.87
2020-10-29 11:00:00 UTC,11.17,17.5,19.31,19768,-77.83,59.07,67,17.5
2020-10-29 12:00:00 UTC,9.36,15.11,16.73,19828,-79.43,59,67.57,15.11
2020-10-29 13:00:00 UTC,7.7,12.01,13.34,19888,-78.3,59,68,12.01
2020-10-29 14:00:00 UTC,5.45,8.02,8.73,19948,-79.5,59,67.73,8.02
2020-10-29 15:00:00 UTC,5.16,7.83,8.67,20008,-79.47,59,67.93,7.83
2020-10-29 16:00:00 UTC,2.62,4.01,4.42,20068,-79.1,59.67,66.47,4.01
2020-10-29 17:00:00 UTC,3.16,4.72,5.3,20128,-78.63,60.03,65.9,4.72
2020-10-29 18:00:00 UTC,3.15,4.81,5.47,20188,-79.47,60.93,64.57,4.81
2020-10-29 19:00:00 UTC,2.84,4.44,4.95,20248,-78.97,61.27,62.4,4.44
2020-10-29 20:00:00 UTC,4.19,6.28,6.86,20308,-80.13,61.9,60.43,6.28
2020-10-29 21:00:00 UTC,3.68,5.38,5.92,20368,-80.23,62.37,58.33,5.38
2020-10-29 22:00:00 UTC,3.33,4.86,5.33,20428,-80.8,60.77,61.33,4.86
2020-10-29 23:00:00 UTC,4.1,5.87,6.44,20488,-79.83,60.93,62.1,5.87
2020-10-30 00:00:00 UTC,4.61,6.55,7.18,20548,-80.53,58.7,64.83,6.55
2020-10-30 01:00:00 UTC,4.43,6.48,7.11,20608,-81.8,57,67.1,6.48
2020-10-30 02:00:00 UTC,3.74,5.49,6.12,20668,-81.2,56.5,66.47,5.49
2020-10-30 03:00:00 UTC,6.08,8.54,9.27,20728,-78.9,54.9,68,8.54
2020-10-30 04:00:00 UTC,5.64,7.97,8.69,20788,-78.7,54.87,68.47,7.97
2020-10-30 05:00:00 UTC,5.59,8,8.78,20848,-77.57,54.53,68.47,8
2020-10-30 06:00:00 UTC,8.9,12.81,13.84,20908,-77.63,55.67,69.57,12.81
2020-10-30 07:00:00 UTC,8.42,12.36,13.42,20968,-78.9,56.3,67.7,12.36
2020-10-30 08:00:00 UTC,9.67,13.84,15.13,21028,-77.9,57,65.57,13.84
2020-10-30 09:00:00 UTC,11.1,15.8,17.14,21088,-78.3,57.2,64.53,15.8
2020-10-30 10:00:00 UTC,6.93,9.93,10.98,21148,-78.53,58.13,61.6,9.93
2020-10-30 11:00:00 UTC,6.15,8.89,9.84,21208,-75.47,58.53,61.73,8.89
2020-10-30 12:00:00 UTC,5.56,8.15,8.86,21268,-78,57.9,65.27,8.15
2020-10-30 13:00:00 UTC,3.3,5.02,5.61,21328,-77.93,57.9,66.8,5.02
2020-10-30 14:00:00 UTC,2.78,4.38,4.83,21388,-80.07,58.8,66.7,4.38
2020-10-30 15:00:00 UTC,2.72,4.25,4.67,21448,-79.87,59,66.47,4.25
2020-10-30 16:00:00 UTC,0.82,1.95,2.76,21508,-79.37,59.37,64.9,1.95
2020-10-30 17:00:00 UTC,0.22,1.18,1.79,21568,-79.27,60.8,60.93,1.18
2020-10-30 18:00:00 UTC,0.43,1.43,2.18,21628,-78.47,61.17,59.3,1.43
2020-10-30 19:00:00 UTC,1.22,2.78,3.94,21688,-79.03,61.7,58.2,2.78
2020-10-30 20:00:00 UTC,1.84,3.91,5.29,21748,-79.73,61.37,58.97,3.91
2020-10-30 21:00:00 UTC,1.71,3.82,5.05,21808,-79.37,62.7,55.33,3.82
2020-10-30 22:00:00 UTC,1.8,3.85,5.39,21868,-79.47,61.53,55.9,3.85
2020-10-30 23:00:00 UTC,1.39,3.37,4.58,21928,-78.63,60.57,56.13,3.37
2020-10-31 00:00:00 UTC,0.85,2.61,3.82,21988,-79.53,58.9,55.6,2.61
2020-10-31 01:00:00 UTC,1.38,3.5,5.23,22048,-78.73,57.4,55.67,3.5
2020-10-31 02:00:00 UTC,1.32,3.6,5.42,22108,-79.03,56.23,56.67,3.6
2020-10-31 03:00:00 UTC,1.44,3.59,5.3,22168,-78.5,54.2,59.2,3.59
2020-10-31 04:00:00 UTC,1.13,2.86,4.31,22228,-78.37,53.53,59.63,2.86
2020-10-31 05:00:00 UTC,0.81,2.7,4.02,22288,-78.3,53.57,57.17,2.7
2020-10-31 06:00:00 UTC,1.09,2.93,4.39,22348,-77.67,52.7,56.6,2.93
2020-10-31 07:00:00 UTC,1.17,3.02,4.32,22408,-76.73,51.27,60.93,3.02
2020-10-31 08:00:00 UTC,0.8,2.6,3.84,22468,-76.47,51.6,62.03,2.6
2020-10-31 09:00:00 UTC,0.99,2.72,4.3,22528,-77.43,51.33,62.97,2.72
2020-10-31 10:00:00 UTC,1.74,3.65,4.9,22588,-77.63,49.13,64.8,3.65
2020-10-31 11:00:00 UTC,1.74,3.7,5.08,22648,-75.6,48.17,65.8,3.7
2020-10-31 12:00:00 UTC,2.13,4.37,5.87,22708,-76.6,48.37,67.5,4.37
2020-10-31 13:00:00 UTC,3.2,5.78,7.69,22768,-77.07,49.83,68.4,5.78
2020-10-31 14:00:00 UTC,3.87,6.66,8.42,22828,-76.27,49.3,68.63,6.66
2020-10-31 15:00:00 UTC,3.53,6.18,7.84,22888,-76.33,49.1,69.93,6.18
2020-10-31 16:00:00 UTC,2.62,4.91,6.51,22948,-78.07,50.33,68.5,4.91
2020-10-31 17:00:00 UTC,1.69,3.52,4.86,23008,-76.93,52.3,64.17,3.52
2020-10-31 18:00:00 UTC,1.42,3.24,4.13,23068,-78.33,54.03,60.53,3.24
2020-10-31 19:00:00 UTC,1.52,3.15,4.27,23128,-78.33,55.57,57.13,3.15
2020-10-31 20:00:00 UTC,2.33,4.65,5.99,23188,-76.63,56.2,54.87,4.65
2020-10-31 21:00:00 UTC,1.66,3.38,4.46,23248,-77.43,57.03,56.1,3.38
2020-10-31 22:00:00 UTC,1.99,3.86,5,23308,-77.53,56.97,56.67,3.86
2020-10-31 23:00:00 UTC,2.59,4.66,5.83,23368,-78.13,57.27,58.13,4.66
2020-11-01 00:00:00 UTC,3.6,5.84,7.01,23428,-79.7,55.8,58.5,5.84
2020-11-01 01:00:00 UTC,4.31,6.82,7.97,23488,-78.97,53.77,61.23,6.82
2020-11-01 02:00:00 UTC,5.49,8.46,9.78,23548,-78.67,52.37,63.93,8.46
2020-11-01 03:00:00 UTC,5.14,7.93,9.39,23608,-77,52.93,63.03,7.93
2020-11-01 04:00:00 UTC,5.07,7.74,8.95,23668,-77.57,52.2,63.13,7.74
2020-11-01 05:00:00 UTC,5.87,8.84,10.33,23728,-75.5,52,62.8,8.84
2020-11-01 06:00:00 UTC,7.03,10.33,11.69,23788,-75.8,51.97,63.77,10.33
2020-11-01 07:00:00 UTC,7.91,11.43,12.9,23848,-74.9,51.97,63.97,11.43
2020-11-01 08:00:00 UTC,8.14,11.67,13.12,23908,-74.77,51.97,63.37,11.67
2020-11-01 09:00:00 UTC,7.62,11.06,12.49,23968,-74.63,52,62.2,11.06
2020-11-01 10:00:00 UTC,6.12,8.97,10.29,24028,-74.83,52,62.7,8.97
2020-11-01 11:00:00 UTC,6.61,9.74,11.17,24088,-74.83,51.93,63.67,9.74
2020-11-01 12:00:00 UTC,7.64,11.16,12.63,24148,-75.03,51.83,64.1,11.16
2020-11-01 13:00:00 UTC,9.69,14.32,15.99,24208,-75.3,51.43,65.53,14.32
2020-11-01 14:00:00 UTC,11,16.43,18.37,24268,-77.5,50.93,66.97,16.43
2020-11-01 15:00:00 UTC,12.13,18.91,21.09,24328,-79.13,51.2,66.77,18.91
2020-11-01 16:00:00 UTC,12.09,19.58,21.93,24388,-78.8,52.53,65.27,19.58
2020-11-01 17:00:00 UTC,9.22,14.51,16.09,24448,-76.5,54.27,62.17,14.51
2020-11-01 18:00:00 UTC,7.82,12.12,13.53,24508,-77.5,55.77,61.63,12.12
2020-11-01 19:00:00 UTC,7.52,11.44,12.68,24568,-79.17,56.47,61.33,11.44
2020-11-01 20:00:00 UTC,6.74,10.37,11.51,24628,-79,57.2,60.07,10.37
2020-11-01 21:00:00 UTC,4.91,7.41,8.24,24688,-77.43,58.37,56.9,7.41
2020-11-01 22:00:00 UTC,4.82,7.28,8.07,24748,-78.53,57.9,57.57,7.28
2020-11-01 23:00:00 UTC,5.34,7.91,8.89,24808,-78.83,57.23,60.57,7.91
